what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1535369888934
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535369900349
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535369907654
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535369936794
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535369937002
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535369937113
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1535369944057
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535369988162
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535369992540
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535370003293
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535370006477
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535370011330
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535370016550
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535370019397
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535370039587
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535370054181
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1535370085317
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1535370085348
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1535370085418
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535370093299
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1535370110008
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535370118885
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535370119577
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535370122185
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1535370123620
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535370127786
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535370130417
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535370130491
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535370130581
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535370133416
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535370138353
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1535370153020
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1535370153276
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1535370166580
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1535370168701
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535370170035
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535370193158
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1535370203456
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1535370203952
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1535370203985
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1535370204019
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1535370204052
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1535370204084
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1535370204117
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1535370204149
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1535370204356
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1535370204548
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1535370204716
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1535370204883
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1535370205060
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1535370205244
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1535370205724
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1535370213609
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535370224034
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535370224694
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373377649
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535373389570
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373391858
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373394173
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535373398262
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535373399416
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535373402370
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535373411674
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1535373411911
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535373416580
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535373417759
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373430302
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373430460
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535373430516
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373435127
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373435332
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535373437293
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535373439066
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1535373444089
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373444109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373450856
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1535373464684
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373464704
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373466159
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535373480453
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1535373484962
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373484974
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373487923
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535373496671
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1535373500323
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373500330
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373501739
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1535373507206
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373511670
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373515074
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373523136
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373528829
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535373528900
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535373528969
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1535373533561
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373533572
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373534876
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1535373537004
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373541728
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373564021
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373568977
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373588655
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535373592950
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1535373595209
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535373597503
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1535373601760
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373604871
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373612977
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535373636892
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1535373640089
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535373644399
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535373652662
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535374426082
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535374429162
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535374430012
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535374430498
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535445285170
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1535445285324
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535445285725
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535445287898
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1535445289951
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535445292725
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535445307988
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535445308080
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535445308168
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535445310541
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1535445312897
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535445313841
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445377064
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445396267
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535445413930
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535445414057
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445416593
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1535445449834
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445451615
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445461020
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1535445477720
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1535445478238
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445481705
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445487007
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1535445494047
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1535445500237
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445503553
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1535445580774
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445588063
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445601213
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445608247
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445639534
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445651159
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445678101
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1535445696964
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445703096
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445712532
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445725397
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1535445730276
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445758876
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445771524
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1535445801656
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1535445801972
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1535445802554
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1535445803026
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1535445803386
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1535445803762
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1535445805774
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445808723
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1535445819459
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1535445846788
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445885762
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1535445906325
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445913569
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1535445918671
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445924835
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1535445927951
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535445935650
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1535445938014
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535445968523
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535445975900
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535445979293
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535445998199
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1535446010546
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535446016856
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535446017468
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535446021913
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535446026863
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535446049561
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535446050724
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535446052088
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535446056908
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535446057032
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535446060037
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535446060153
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535446064764
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535449446218
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1535449449607
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535449452175
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535449459051
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535449459136
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535449459220
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535449460927
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1535449467601
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1535449468598
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1535449470507
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535449485443
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535449524067
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1535449540926
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1535449542445
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1535449553608
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535449564251
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1535449568177
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1535449570151
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535449572178
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1535449622780
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1535449628720
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1535449631012
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1535449674495
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1535449677692
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1535449681443
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535449690921
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1535449709538
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1535449711106
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535449728935
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535449738513
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535449738718
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535449742748
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535449750839
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535449754603
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535449754610
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1535449759482
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1535449760643
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1535449769042
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535449774671
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1535449778022
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535449883328
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1535454862668
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1535454868137
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1535454872564
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1535454874356
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535454880182
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535454898521
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535454902513
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1535454907040
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1535454939267
